OBJECTID;Carretera;Tipus;Valor;Observacions;Sentit;Shape.STLength();Shape
13190;BV-1468;Recta;0; ; ;56.345158370161435;
13191;BV-1468;Clotoide;26.469; ; ;15.157376603853622;
13192;BV-1468;Corba;93.274; ; ;6.443839288089709;
13193;BV-1468;Recta;0; ; ;3.9461469873005712;
13194;BV-1468;Corba;19.231; ; ;18.71331328035994;
13195;BV-1468;Clotoide;27.312; ; ;23.695541298709934;
13196;BV-1468;Corba;49.437; ; ;25.689655250305453;
13197;BV-1468;Clotoide;49.76; ; ;47.950650309096474;
13198;BV-1468;Corba;35.865; ; ;27.039073090918972;
13199;BV-1468;Clotoide;10.319; ; ;2.9688481067326395;
13200;BV-1468;Clotoide;10.319; ; ;2.4957656528426417;
13201;BV-1468;Corba;42.665; ; ;23.45603039195175;
13202;BV-1468;Clotoide;25.766; ; ;15.558236284348947;
13203;BV-1468;Clotoide;25.766; ; ;7.839717164851341;
13204;BV-1468;Corba;84.675; ; ;16.75275334661102;
13205;BV-1468;Clotoide;38.61; ; ;17.60356983562477;
13206;BV-1468;Recta;0; ; ;26.386480326329195;
13207;BV-1468;Corba;100; ; ;47.16448877623631;
13208;BV-1468;Recta;0; ; ;44.965992028686195;
13209;BV-1468;Corba;227.671; ; ;25.407589185921918;
13210;BV-1468;Clotoide;43.051; ; ;8.140615150008385;
13211;BV-1468;Recta;0; ; ;48.54370648670594;
13212;BV-1468;Clotoide;18.452; ; ;11.9671926955976;
13213;BV-1468;Corba;28.449; ; ;15.675011385899328;
13214;BV-1468;Clotoide;23.912; ; ;20.096743048430493;
13215;BV-1468;Recta;0; ; ;24.1135651425485;
13216;BV-1468;Clotoide;20.431; ; ;24.736800413490993;
13217;BV-1468;Corba;16.872; ; ;10.291473695613716;
13218;BV-1468;Clotoide;13.097; ; ;10.165287587091454;
13219;BV-1468;Clotoide;13.097; ; ;2.7917850029823814;
13220;BV-1468;Corba;61.44; ; ;21.076962780525463;
13221;BV-1468;Clotoide;34.275; ; ;19.119159459571073;
13222;BV-1468;Clotoide;34.275; ; ;23.93770901556448;
13223;BV-1468;Corba;49.073; ; ;6.538547460278165;
13224;BV-1468;Clotoide;17.052; ; ;5.924347860193996;
13225;BV-1468;Clotoide;17.052; ; ;7.187609763133312;
13226;BV-1468;Corba;40.448; ; ;23.970888814141244;
13227;BV-1468;Clotoide;17.133; ; ;7.2561447123819915;
13228;BV-1468;Recta;0; ; ;60.48069048739763;
13229;BV-1468;Corba;854.384; ; ;21.76482921423273;
13230;BV-1468;Recta;0; ; ;13.949589142808826;
13231;BV-1468;Corba;93.855; ; ;5.699800315799386;
13232;BV-1468;Clotoide;37.92; ; ;24.616711915659458;
13233;BV-1468;Clotoide;19.082; ; ;13.227317032030852;
13234;BV-1468;Corba;35.622; ; ;18.56775650475633;
13235;BV-1468;Clotoide;26.468; ; ;19.663949882403237;
13236;BV-1468;Recta;0; ; ;8.298909980569011;
13237;BV-1468;Corba;209.013; ; ;9.281332575029289;
13238;BV-1468;Recta;0; ; ;8.362625297241287;
13239;BV-1468;Clotoide;22.662; ; ;23.92274555531029;
13240;BV-1468;Corba;28.488; ; ;37.99835404107943;
13241;BV-1468;Recta;0; ; ;1.9152646943673064;
13242;BV-1468;Corba;82.75; ; ;5.590809666145947;
13243;BV-1468;Recta;0; ; ;11.401637774380456;
13244;BV-1468;Clotoide;20.034; ; ;7.3520519803313515;
13245;BV-1468;Corba;54.588; ; ;20.528891349816202;
13246;BV-1468;Clotoide;30.058; ; ;16.549642321995957;
13247;BV-1468;Recta;0; ; ;37.51832593526069;
13248;BV-1468;Clotoide;31.141; ; ;29.283896283595805;
13249;BV-1468;Corba;33.111; ; ;10.631525513343306;
13250;BV-1468;Clotoide;23.606; ; ;16.82759725179667;
13251;BV-1468;Clotoide;23.606; ; ;9.945863121030191;
13252;BV-1468;Corba;56.023; ; ;18.81473900977853;
13253;BV-1468;Clotoide;41.157; ; ;30.232340904667126;
13254;BV-1468;Recta;0; ; ;42.865303186671085;
13255;BV-1468;Clotoide;27.905; ; ;10.62007750218504;
13256;BV-1468;Corba;73.319; ; ;11.12744286586807;
13257;BV-1468;Corba;74.277; ; ;8.197694020225143;
13258;BV-1468;Clotoide;16.971; ; ;3.8774803446136055;
13259;BV-1468;Clotoide;16.971; ; ;5.361178930009247;
13260;BV-1468;Corba;53.719; ; ;17.95756290359121;
13261;BV-1468;Clotoide;29.203; ; ;15.873944957939706;
13262;BV-1468;Recta;0; ; ;18.887071987847328;
13263;BV-1468;Corba;2463.368; ; ;24.27404620070024;
13264;BV-1468;Recta;0; ; ;27.438436551373233;
13265;BV-1468;Corba;65.977; ; ;20.62594933777058;
13266;BV-1468;Clotoide;29.093; ; ;12.827793286587244;
13267;BV-1468;Clotoide;29.093; ; ;14.475956175963974;
13268;BV-1468;Corba;58.466; ; ;17.484965566724096;
13269;BV-1468;Clotoide;24.332; ; ;10.12556857283618;
13270;BV-1468;Recta;0; ; ;52.60715120890001;
13271;BV-1468;Clotoide;21.797; ; ;15.38551757669218;
13272;BV-1468;Corba;30.878; ; ;13.545787032019913;
13273;BV-1468;Clotoide;23.007; ; ;17.14071303748973;
13274;BV-1468;Recta;0; ; ;42.4699492975015;
13275;BV-1468;Corba;64.038; ; ;11.140498663685667;
13276;BV-1468;Clotoide;26.419; ; ;17.66122775140263;
13277;BV-1468;Clotoide;20.122; ; ;7.253203930349377;
13278;BV-1468;Corba;108.564; ; ;31.058438139956024;
13279;BV-1468;Recta;0; ; ;9.302335439580517;
13280;BV-1468;Clotoide;19.905; ; ;23.900303261034217;
