OBJECTID;Codi estació;Carretera;PKI;PKF;Any IMD;Any càlcul;IMD;% Pesants;% Motos;Dies registrats;Nº lectures;IFA;IMD Feiners;IMD Dissabte;IMD Diumenge;Dia punta;Hora punta;Volum punta;Dia 30;Hora 30;Dia 50;Hora 50;Volum 50;Dia 100;Hora 100;Volum 100;Volum 30;Velocitat mitjana;Percentil 85;Volum pesants C1;Volum pesants C2;Volum motos C1;Volum motos C2;PKI Ref;PKI Offset;PKF Ref;PKF Offset
8135;EA00512;BV-5227;0+916;6+500;2024;2024;767;5.16;0.81;14;2;100;718;862;875;10/5/2024 2:00 a. m.;13;113;2/25/2024 1:00 a. m.;17;2/26/2024 1:00 a. m.;8;60;2/22/2024 1:00 a. m.;9;48;69;41;40_50;20;19;0;0;0;916;6;500
8136;EA00139;BV-1221;0+000;2+325;2023;2024;17105;4.28;2.64;42;6;100;18011;14292;12229;11/15/2023 1:00 a. m.;8;1671;9/18/2023 2:00 a. m.;17;3/1/2023 1:00 a. m.;19;1446;5/11/2023 2:00 a. m.;18;1350;1513;41;0_40;358;373;0;0;0;0;2;325
8137;EA00127;BV-1201;2+480;3+300;2024;2024;6939;2.47;3.8;42;6;100;7653;4825;3635;11/12/2024 1:00 a. m.;8;981;9/9/2024 2:00 a. m.;7;7/8/2024 2:00 a. m.;18;687;7/3/2024 2:00 a. m.;18;575;751;76;80_90;77;94;0;0;2;480;3;300
8138;EA00580;N-141b;29+775;32+065;2023;2024;2320;15.97;2.4;16;2;100;2535;1916;1261;11/21/2023 1:00 a. m.;8;249;11/20/2023 1:00 a. m.;13;11/21/2023 1:00 a. m.;14;186;2/24/2023 1:00 a. m.;7;162;195;61;70_80;203;167;0;0;29;775;32;65
8139;EA00413;BV-4608;19+432;20+048;2023;2024;3448;8.15;2.38;15;2;100;4036;1763;1622;11/30/2023 1:00 a. m.;17;435;6/20/2023 2:00 a. m.;15;6/16/2023 2:00 a. m.;12;341;6/17/2023 2:00 a. m.;10;263;370;43;40_50;205;76;0;0;19;432;20;48
8140;EA00205;BV-1501;0+000;2+825;2024;2024;10129;6.49;3.26;43;6;100;11186;7292;5365;1/31/2024 1:00 a. m.;17;1233;1/31/2024 1:00 a. m.;14;11/12/2024 1:00 a. m.;17;949;3/19/2024 1:00 a. m.;13;849;1015;49;50_60;373;284;0;0;0;0;2;825
8141;EA00714;B-510;3+650;4+823;2023;2024;1240;2.97;7.7;15;2;100;1149;1226;1041;10/16/2023 2:00 a. m.;9;219;10/17/2023 2:00 a. m.;8;10/11/2023 2:00 a. m.;17;96;10/11/2023 2:00 a. m.;11;77;117;61;70_80;19;17;0;0;3;650;4;823
8142;EA00586;N-141d;14+500;19+665;2023;2024;390;4.03;10.94;7;1;50;299;501;436;5/6/2023 2:00 a. m.;17;70;5/5/2023 2:00 a. m.;16;5/6/2023 2:00 a. m.;20;22;5/7/2023 2:00 a. m.;1;6;28;49;50_60;14;1;0;0;14;500;19;665
8143;EA00058;BP-2151;8+275;9+456;2023;2024;4891;2.77;1.83;16;2;100;5417;3883;2644;3/17/2023 1:00 a. m.;19;468;3/20/2023 1:00 a. m.;19;9/20/2023 2:00 a. m.;14;388;3/16/2023 1:00 a. m.;20;350;400;40;0_40;64;71;0;0;8;275;9;456
8144;EA01469;BV-5005;0+000;0+800;2024;2024;4093;9.34;9.72;7;1;50;3973;3547;2456;1/12/2024 1:00 a. m.;17;331;1/10/2024 1:00 a. m.;12;1/15/2024 1:00 a. m.;12;253;1/14/2024 1:00 a. m.;16;153;270;40;0_40;382;0;0;0;0;0;0;800
8145;EA00811;BP-4654;0+560;1+300;2023;2024;2143;5.01;2.59;14;2;100;2312;1632;1426;11/22/2023 1:00 a. m.;7;202;4/28/2023 2:00 a. m.;16;11/26/2023 1:00 a. m.;12;169;4/29/2023 2:00 a. m.;13;146;178;55;60_70;69;38;0;0;0;560;1;300
8146;EA00035;BP-1432;22+375;24+948;2024;2024;2803;2.88;5.13;14;2;100;2685;2721;2467;2/8/2024 1:00 a. m.;8;313;2/8/2024 1:00 a. m.;17;2/9/2024 1:00 a. m.;15;215;2/12/2024 1:00 a. m.;10;175;235;68;70_80;46;34;0;0;22;375;24;948
8147;EA01095;C-1411b;25+880;26+517;2023;2024;5821;3.48;2.44;14;2;100;6181;4743;4108;4/25/2023 2:00 a. m.;14;492;11/22/2023 1:00 a. m.;17;4/26/2023 2:00 a. m.;17;420;4/27/2023 2:00 a. m.;20;368;441;47;50_60;100;102;0;0;25;880;26;517
8148;EA00096;BP-5107;41+080;42+040;2023;2024;3101;2.09;2.51;14;2;100;3241;2562;2393;10/5/2023 2:00 a. m.;8;325;2/9/2023 1:00 a. m.;9;2/9/2023 1:00 a. m.;14;243;2/8/2023 1:00 a. m.;18;193;259;45;50_60;54;10;0;0;41;80;42;40
8149;EA00941;BV-4132z;4+125;6+600;2024;2024;45;5.71;6.5;14;2;100;41;34;55;2/11/2024 1:00 a. m.;13;20;10/3/2024 2:00 a. m.;16;10/7/2024 2:00 a. m.;12;4;2/15/2024 1:00 a. m.;7;2;6;46;50_60;1;1;0;0;4;125;6;600
8150;EA00909;BV-5031;1+000;1+608;2024;2024;10463;3.35;4.72;17;2;100;11367;7473;5480;3/12/2024 1:00 a. m.;8;1170;3/15/2024 1:00 a. m.;14;9/6/2024 2:00 a. m.;14;761;9/13/2024 2:00 a. m.;11;644;825;47;50_60;315;35;0;0;1;0;1;608
8151;EA00722;C-16z;69+540;71+490;2024;2024;255;5.94;6.82;18;2;100;278;147;126;4/25/2024 2:00 a. m.;13;33;4/30/2024 2:00 a. m.;17;10/7/2024 2:00 a. m.;19;21;10/5/2024 2:00 a. m.;10;17;24;51;60_70;9;6;0;0;69;540;71;490
8152;EA00514;BV-5228;0+000;0+598;2024;2024;3213;4.87;1.49;14;2;100;3546;2175;2256;3/6/2024 1:00 a. m.;17;308;7/11/2024 2:00 a. m.;13;3/4/2024 1:00 a. m.;13;239;7/15/2024 2:00 a. m.;16;198;256;42;40_50;71;85;0;0;0;0;0;598
8153;EA00537;C-1411b;23+464;25+880;2023;2024;1870;2.96;4.64;7;1;50;1953;1514;1201;4/24/2023 2:00 a. m.;8;166;4/24/2023 2:00 a. m.;16;4/25/2023 2:00 a. m.;19;119;4/27/2023 2:00 a. m.;21;64;131;69;80_90;38;17;0;0;23;464;25;880
8154;EA00249;BV-2131;0+000;4+650;2023;2024;1509;2.56;2.64;16;2;100;1588;1299;1050;9/16/2023 2:00 a. m.;12;142;9/20/2023 2:00 a. m.;8;9/16/2023 2:00 a. m.;11;111;9/21/2023 2:00 a. m.;17;99;117;47;50_60;24;14;0;0;0;0;4;650
8155;EA00719;B-522;8+360;13+100;2024;2024;1807;4.28;1.98;14;2;100;1902;1494;1398;10/11/2024 2:00 a. m.;18;240;4/16/2024 2:00 a. m.;18;10/11/2024 2:00 a. m.;13;134;10/11/2024 2:00 a. m.;7;113;141;58;60_70;39;38;0;0;8;360;13;100
8156;EA00332;BV-2432;0+000;1+300;2024;2024;8104;4.04;4.3;14;2;100;8974;5395;4024;3/22/2024 1:00 a. m.;14;920;3/19/2024 1:00 a. m.;8;3/25/2024 1:00 a. m.;14;612;3/21/2024 1:00 a. m.;12;476;674;49;50_60;243;84;0;0;0;0;1;300
8157;EA00425;BV-5001;19+885;25+707;2023;2024;2987;2.62;3.29;14;2;100;3164;2268;2132;11/2/2023 1:00 a. m.;8;399;3/1/2023 1:00 a. m.;8;2/23/2023 1:00 a. m.;18;226;2/27/2023 1:00 a. m.;9;183;240;48;50_60;43;35;0;0;19;885;25;707
8158;EA00727;C-37z;87+265;89+152;2023;2024;599;2.14;4.26;8;1;75;612;565;389;2/22/2023 1:00 a. m.;9;75;2/22/2023 1:00 a. m.;15;2/22/2023 1:00 a. m.;16;42;2/26/2023 1:00 a. m.;16;23;48;52;60_70;10;2;0;0;87;265;89;152
8159;EA00395;BV-4406;1+000;6+443;2023;2024;155;4.82;6.29;16;2;100;140;162;156;5/27/2023 2:00 a. m.;11;48;5/23/2023 2:00 a. m.;10;5/25/2023 2:00 a. m.;17;15;5/26/2023 2:00 a. m.;24;10;18;43;40_50;4;4;0;0;1;0;6;443
8160;EA00225;BV-2111;6+200;7+100;2024;2024;5945;1.26;2.84;15;2;100;6243;5163;4057;11/21/2024 1:00 a. m.;8;583;5/22/2024 2:00 a. m.;9;5/28/2024 2:00 a. m.;16;460;11/17/2024 1:00 a. m.;17;384;483;40;0_40;33;41;0;0;6;200;7;100
8161;EA01438;B-502;4+675;6+450;2024;2024;3885;1.92;5.54;14;2;75;4062;2954;2422;10/31/2024 1:00 a. m.;18;420;2/2/2024 1:00 a. m.;18;10/31/2024 1:00 a. m.;9;303;10/31/2024 1:00 a. m.;10;256;334;65;70_80;56;18;0;0;4;675;6;450
8162;EA00447;BV-5034;0+800;2+313;2023;2024;2392;3.53;4.48;14;2;100;2417;2176;1732;11/7/2023 1:00 a. m.;7;224;7/11/2023 2:00 a. m.;8;7/14/2023 2:00 a. m.;19;179;7/15/2023 2:00 a. m.;10;153;188;45;50_60;43;41;0;0;0;800;2;313
8163;EA00066;BP-4313;15+140;19+900;2023;2024;81;3.64;21.36;21;2;100;57;79;83;3/12/2023 1:00 a. m.;11;74;9/25/2023 2:00 a. m.;13;9/25/2023 2:00 a. m.;11;9;3/14/2023 1:00 a. m.;10;6;12;62;70_80;2;0;0;0;15;140;19;900
8164;EA00175;BV-1415;4+000;10+800;2023;2024;1230;1.62;7.55;16;2;100;1305;677;757;6/6/2023 2:00 a. m.;8;341;11/8/2023 1:00 a. m.;17;6/12/2023 2:00 a. m.;9;99;6/7/2023 2:00 a. m.;13;62;132;46;50_60;16;3;0;0;4;0;10;800
8165;EA00197;BV-1468;0+450;1+800;2023;2024;1965;3.57;11.42;14;2;100;1753;1642;1777;3/12/2023 1:00 a. m.;13;297;3/9/2023 1:00 a. m.;18;10/22/2023 2:00 a. m.;18;149;3/9/2023 1:00 a. m.;15;126;169;58;60_70;32;38;0;0;0;450;1;800
8166;EA00501;BV-5215;0+000;0+600;2024;2024;5049;2.35;1.64;14;2;100;5343;4398;3653;2/7/2024 1:00 a. m.;8;498;2/2/2024 1:00 a. m.;14;2/7/2024 1:00 a. m.;15;386;10/17/2024 2:00 a. m.;15;329;413;51;50_60;60;58;0;0;0;0;0;600
8167;EA00424;BV-5001;18+000;19+885;2024;2024;8437;2.4;4.25;13;2;100;8955;6070;5703;5/29/2024 2:00 a. m.;14;774;10/28/2024 1:00 a. m.;8;5/30/2024 2:00 a. m.;19;619;5/30/2024 2:00 a. m.;20;533;661;63;70_80;139;63;0;0;18;0;19;885
8168;EA00201;BV-1484;0+000;1+300;2023;2024;1223;2.31;2.94;14;2;100;1248;1191;878;2/17/2023 1:00 a. m.;8;189;7/26/2023 2:00 a. m.;19;7/26/2023 2:00 a. m.;20;90;2/14/2023 1:00 a. m.;10;72;99;59;70_80;25;3;0;0;0;0;1;300
8169;EA00214;BV-2002;2+400;4+255;2024;2024;16590;5.25;3.6;3;1;100;17953;12344;9839;6/7/2024 2:00 a. m.;14;1427;6/7/2024 2:00 a. m.;21;6/9/2024 2:00 a. m.;8;294;;;;721;51;60_70;813;58;0;0;2;400;4;255
8170;EA00481;BV-5151;2+780;5+000;2023;2024;2600;1.51;1.92;14;2;100;2768;2227;1788;10/19/2023 2:00 a. m.;18;281;2/21/2023 1:00 a. m.;18;2/20/2023 1:00 a. m.;19;199;10/24/2023 2:00 a. m.;16;159;223;77;90_100;21;18;0;0;2;780;5;0
8171;EA00245;BV-2127;2+300;5+553;2024;2024;3721;2.74;2.61;14;2;100;3967;3208;2323;4/18/2024 2:00 a. m.;8;327;10/7/2024 2:00 a. m.;8;4/22/2024 2:00 a. m.;13;269;4/23/2024 2:00 a. m.;12;241;285;69;80_90;56;45;0;0;2;300;5;553
8172;EA00251;BV-2131;7+180;14+127;2024;2024;152;2.31;13.14;10;2;100;137;116;125;2/18/2024 1:00 a. m.;12;43;2/21/2024 1:00 a. m.;10;10/26/2024 2:00 a. m.;8;11;2/25/2024 1:00 a. m.;17;7;13;49;50_60;2;1;0;0;7;180;14;127
8173;EA01544;BV-5001;0+000;0+355;2024;2024;4178;11.55;5.93;7;1;50;4214;3633;2804;2/21/2024 1:00 a. m.;18;370;2/22/2024 1:00 a. m.;15;2/20/2024 1:00 a. m.;11;246;2/24/2024 1:00 a. m.;22;155;267;41;0_40;481;1;246;1;0;0;0;355
8174;EA00267;BV-2153;3+240;6+535;2024;2024;774;2.16;4.21;14;2;100;829;603;445;7/15/2024 2:00 a. m.;14;97;3/1/2024 1:00 a. m.;8;7/11/2024 2:00 a. m.;7;58;7/11/2024 2:00 a. m.;11;47;64;46;50_60;10;6;0;0;3;240;6;535
8175;EA00513;BV-5227;6+500;11+648;2024;2024;539;5.19;1.88;14;2;100;482;628;662;10/6/2024 2:00 a. m.;11;84;2/24/2024 1:00 a. m.;15;10/7/2024 2:00 a. m.;9;40;10/8/2024 2:00 a. m.;16;33;50;40;0_40;15;13;0;0;6;500;11;648
8176;EA00162;BV-1275;0+000;0+438;2023;2024;5122;2.14;4.17;14;2;100;5441;4041;3116;1/20/2023 1:00 a. m.;8;631;1/25/2023 1:00 a. m.;17;7/12/2023 2:00 a. m.;18;403;7/12/2023 2:00 a. m.;15;316;439;42;40_50;60;49;0;0;0;0;0;438
8177;EA00023;BP-1121;0+000;0+915;2023;2024;426;8.56;0;10;1;100;424;507;359;2/18/2023 1:00 a. m.;19;175;2/13/2023 1:00 a. m.;17;2/14/2023 1:00 a. m.;10;26;2/15/2023 1:00 a. m.;12;19;33;43;40_50;15;21;0;0;0;0;0;915
8178;EA00020;BP-1101;1+400;8+615;2023;2024;1132;11.01;6.76;6;1;100;1037;1107;1095;1/22/2023 1:00 a. m.;12;170;1/20/2023 1:00 a. m.;7;1/21/2023 1:00 a. m.;15;62;1/23/2023 1:00 a. m.;5;17;75;77;90_100;70;54;0;0;1;400;8;615
8179;EA00411;BV-4608;6+750;17+270;2023;2024;234;4.58;12.96;7;1;100;203;182;227;6/11/2023 2:00 a. m.;12;36;6/13/2023 2:00 a. m.;14;6/8/2023 2:00 a. m.;9;14;6/12/2023 2:00 a. m.;6;8;17;41;0_40;9;1;0;0;6;750;17;270
8180;EA00463;BV-5114;0+000;4+040;2024;2024;3428;1.66;3.83;14;2;100;2698;4745;4843;10/20/2024 2:00 a. m.;10;605;2/25/2024 1:00 a. m.;14;10/18/2024 2:00 a. m.;9;256;2/26/2024 1:00 a. m.;17;200;323;48;50_60;25;32;0;0;0;0;4;40
8181;EA00421;BV-5001;6+920;7+290;2024;2024;9587;4.86;7.19;44;6;98;10066;6856;5100;5/24/2024 2:00 a. m.;14;1210;3/13/2024 1:00 a. m.;7;3/15/2024 1:00 a. m.;18;908;11/25/2024 1:00 a. m.;17;817;1002;49;50_60;226;239;0;0;6;920;7;290
8182;EA00220;BV-2005;4+240;6+258;2024;2024;4882;1.45;4.15;22;3;100;5219;3816;2846;9/16/2024 2:00 a. m.;16;567;4/25/2024 2:00 a. m.;7;11/22/2024 1:00 a. m.;8;395;9/18/2024 2:00 a. m.;14;344;441;60;60_70;28;43;0;0;4;240;6;258
8183;EA00111;BV-1031;0+000;0+408;2024;2024;444;6.78;5.03;18;2;100;455;381;296;9/28/2024 2:00 a. m.;8;112;1/15/2024 1:00 a. m.;13;9/24/2024 2:00 a. m.;18;37;9/25/2024 2:00 a. m.;13;31;41;43;40_50;20;10;0;0;0;0;0;408
8184;EA00009;B-150;2+180;3+842;2023;2024;7939;6.23;2.22;14;2;100;9128;5093;3610;10/24/2023 2:00 a. m.;8;826;10/23/2023 2:00 a. m.;18;10/23/2023 2:00 a. m.;16;623;10/20/2023 2:00 a. m.;6;503;671;75;80_90;236;258;0;0;2;180;3;842
8185;EA00259;BV-2137;0+000;2+750;2023;2024;546;1.14;2.2;14;2;100;639;297;244;2/28/2023 1:00 a. m.;9;109;9/29/2023 2:00 a. m.;13;9/26/2023 2:00 a. m.;18;41;9/28/2023 2:00 a. m.;11;31;52;49;50_60;4;2;0;0;0;0;2;750
8186;EA00758;C-1411z;78+500;79+400;2024;2024;1581;3.13;2.92;14;2;100;1431;1830;1761;6/16/2024 2:00 a. m.;11;201;6/14/2024 2:00 a. m.;13;11/27/2024 1:00 a. m.;16;124;6/14/2024 2:00 a. m.;14;99;136;46;50_60;27;22;0;0;78;500;79;400
8187;EA00017;B-423;1+000;9+410;2023;2024;224;1.28;5.18;7;1;100;233;325;0;3/25/2023 1:00 a. m.;9;46;3/28/2023 2:00 a. m.;20;3/24/2023 1:00 a. m.;14;17;3/28/2023 2:00 a. m.;21;6;19;51;50_60;2;0;0;0;1;0;9;410
8188;EA00320;BV-2421;8+575;10+028;2024;2024;798;1.56;10.62;14;2;100;793;572;457;7/18/2024 2:00 a. m.;20;82;1/24/2024 1:00 a. m.;14;7/23/2024 2:00 a. m.;19;57;1/28/2024 1:00 a. m.;18;49;60;46;50_60;5;7;0;0;8;575;10;28
8189;EA00193;BV-1462;8+165;10+075;2024;2024;2155;1.66;4.43;15;2;100;2179;1967;1556;1/25/2024 1:00 a. m.;8;227;1/30/2024 1:00 a. m.;16;10/31/2024 1:00 a. m.;14;167;10/30/2024 1:00 a. m.;7;136;184;41;0_40;21;14;0;0;8;165;10;75
8190;EA00396;BV-4406;6+443;13+400;2023;2024;61;3.48;14.75;13;2;75;48;63;65;4/2/2023 2:00 a. m.;12;17;4/3/2023 2:00 a. m.;11;3/30/2023 2:00 a. m.;17;5;4/3/2023 2:00 a. m.;9;3;6;52;60_70;1;1;0;0;6;443;13;400
8191;EA00203;BV-1489;0+000;4+216;2023;2024;43;1.64;1.98;13;2;100;41;41;44;2/26/2023 1:00 a. m.;12;10;8/2/2023 2:00 a. m.;11;2/24/2023 1:00 a. m.;19;4;7/30/2023 2:00 a. m.;21;2;5;41;0_40;0;0;0;0;0;0;4;216
8192;EA00446;BV-5034;0+000;0+800;2024;2024;3967;2.18;4.85;14;2;100;3926;3823;2969;3/23/2024 1:00 a. m.;13;388;3/23/2024 1:00 a. m.;14;11/29/2024 1:00 a. m.;13;292;12/2/2024 1:00 a. m.;14;255;309;40;0_40;44;42;0;0;0;0;0;800
8193;EA00449;BV-5101;3+537;4+390;2023;2024;7119;7.52;1.42;10;1;100;7428;6440;5546;10/4/2023 2:00 a. m.;8;695;10/5/2023 2:00 a. m.;18;9/29/2023 2:00 a. m.;17;479;10/6/2023 2:00 a. m.;11;369;520;55;60_70;275;260;0;0;3;537;4;390
8194;EA00910;BV-5201;9+445;10+020;2024;2024;266;9.27;2.89;15;2;75;228;352;322;11/1/2024 1:00 a. m.;13;68;11/1/2024 1:00 a. m.;18;10/30/2024 1:00 a. m.;17;24;1/25/2024 1:00 a. m.;13;16;28;48;50_60;10;14;0;0;9;445;10;20
8195;EA00905;BV-4132z;0+000;0+365;2024;2024;1387;1.34;1.22;14;2;100;1483;1172;1002;9/25/2024 2:00 a. m.;18;143;9/25/2024 2:00 a. m.;8;3/25/2024 1:00 a. m.;17;108;3/25/2024 1:00 a. m.;12;89;117;43;40_50;13;5;0;0;0;0;0;365
8196;EA00760;C-1411z;81+680;84+500;2024;2024;37;1.53;5.16;14;2;100;34;37;42;6/8/2024 2:00 a. m.;14;12;11/29/2024 1:00 a. m.;19;6/7/2024 2:00 a. m.;19;4;11/28/2024 1:00 a. m.;11;2;5;44;40_50;0;0;0;0;81;680;84;500
8197;EA00489;BV-5201;2+215;7+650;2024;2024;148;1.6;14.09;13;2;100;109;182;163;10/26/2024 2:00 a. m.;19;76;2/4/2024 1:00 a. m.;16;2/3/2024 1:00 a. m.;17;12;2/5/2024 1:00 a. m.;8;7;14;64;70_80;1;1;0;0;2;215;7;650
8198;EA00097;BP-5107;42+040;43+000;2023;2024;5503;1.58;2.62;14;2;100;5843;4548;3749;10/19/2023 2:00 a. m.;8;508;2/21/2023 1:00 a. m.;17;2/20/2023 1:00 a. m.;17;401;10/22/2023 2:00 a. m.;13;339;433;60;60_70;49;38;0;0;42;40;43;0
8199;EA00036;BP-1432;24+948;26+350;2023;2024;9615;3.25;3.82;14;2;100;10032;8085;6487;2/17/2023 1:00 a. m.;17;895;2/20/2023 1:00 a. m.;18;2/19/2023 1:00 a. m.;12;671;2/20/2023 1:00 a. m.;13;585;719;42;40_50;145;167;0;0;24;948;26;350
8200;EA01044;C-1411zr;0+000;0+500;2024;2024;2005;2.91;1.08;14;2;100;2067;2152;1398;3/23/2024 1:00 a. m.;17;378;3/26/2024 1:00 a. m.;12;11/20/2024 1:00 a. m.;15;151;11/26/2024 1:00 a. m.;10;137;163;40;0_40;30;28;0;0;0;0;0;500
8201;EA00626;C-1415a;16+354;18+570;2023;2024;9001;5.01;3.19;14;2;100;9672;7121;5515;3/2/2023 1:00 a. m.;17;837;3/2/2023 1:00 a. m.;8;2/28/2023 1:00 a. m.;16;656;11/10/2023 1:00 a. m.;11;575;711;41;0_40;385;65;0;0;16;354;18;570
8202;EA00563;C-243b;2+575;4+550;2024;2024;3593;3.84;4.02;16;2;100;4065;2256;1558;2/1/2024 1:00 a. m.;16;382;2/5/2024 1:00 a. m.;15;9/17/2024 2:00 a. m.;15;295;9/18/2024 2:00 a. m.;18;229;311;41;0_40;69;68;0;0;2;575;4;550
8203;EA00414;BV-4608;20+048;22+185;2023;2024;8568;4.99;0.91;22;3;100;9578;6387;5156;12/1/2023 1:00 a. m.;14;832;1/19/2023 1:00 a. m.;17;12/4/2023 1:00 a. m.;13;703;12/4/2023 1:00 a. m.;16;593;729;54;60_70;204;223;0;0;20;48;22;185
8204;EA00156;BV-1248;2+700;6+830;2024;2024;10177;3.05;4.15;46;6;100;10868;7587;6353;11/7/2024 1:00 a. m.;8;1246;9/18/2024 2:00 a. m.;17;9/23/2024 2:00 a. m.;7;927;3/18/2024 1:00 a. m.;16;832;982;66;70_80;153;157;0;0;2;700;6;830
8205;EA00562;C-243b;0+513;2+575;2024;2024;1075;0.95;6.19;16;2;100;1193;599;497;2/7/2024 1:00 a. m.;14;177;2/8/2024 1:00 a. m.;8;9/13/2024 2:00 a. m.;16;85;2/7/2024 1:00 a. m.;6;69;94;44;40_50;8;2;0;0;0;513;2;575
8206;EA00137;BV-1212;0+000;5+071;2023;2024;243;0.5;7.15;9;1;100;241;199;176;3/13/2023 1:00 a. m.;17;34;3/17/2023 1:00 a. m.;20;3/18/2023 1:00 a. m.;14;16;3/19/2023 1:00 a. m.;10;11;19;41;0_40;1;0;0;0;0;0;5;71
8207;EA00128;BV-1201;3+300;5+100;2024;2024;6323;2.92;3.46;14;2;100;7166;4083;2816;11/28/2024 1:00 a. m.;15;1168;12/2/2024 1:00 a. m.;14;12/2/2024 1:00 a. m.;9;474;12/2/2024 1:00 a. m.;10;345;578;75;80_90;133;51;0;0;3;300;5;100
8208;EA00107;BV-1005;0+000;4+690;2023;2024;157;8.03;2.92;13;2;100;158;149;133;7/8/2023 2:00 a. m.;11;22;1/21/2023 1:00 a. m.;13;7/7/2023 2:00 a. m.;13;12;1/19/2023 1:00 a. m.;13;9;13;52;60_70;6;6;0;0;0;0;4;690
8209;EA00913;C-1411ar;0+295;0+633;2024;2024;2312;2.81;3.28;17;2;100;2428;1908;1603;10/15/2024 2:00 a. m.;7;239;6/2/2024 2:00 a. m.;13;6/1/2024 2:00 a. m.;13;171;10/16/2024 2:00 a. m.;14;148;184;43;40_50;36;28;0;0;0;295;0;633
8210;EA00748;C-246a;46+245;48+835;2023;2024;10014;2.73;6.55;41;6;88;9970;9433;6218;3/24/2023 1:00 a. m.;8;1063;7/9/2023 2:00 a. m.;19;3/23/2023 1:00 a. m.;16;880;7/10/2023 2:00 a. m.;13;830;925;66;70_80;140;132;0;0;46;245;48;835
8211;EA00641;BV-5103;0+000;3+000;2024;2024;11093;4.83;2.42;46;6;100;12338;8216;5871;5/10/2024 2:00 a. m.;14;1153;3/6/2024 1:00 a. m.;18;1/23/2024 1:00 a. m.;8;942;11/7/2024 1:00 a. m.;14;910;964;50;50_60;272;263;0;0;0;0;3;0
8212;EA00007;B-150;0+000;1+509;2023;2024;8347;9.69;2.63;14;2;100;9533;5489;3738;10/24/2023 2:00 a. m.;7;877;1/25/2023 1:00 a. m.;18;10/25/2023 2:00 a. m.;16;625;1/23/2023 1:00 a. m.;6;516;698;49;50_60;430;379;0;0;0;0;1;509
8213;EA00295;BV-2243;0+000;1+300;2023;2024;4675;4.64;2.46;14;2;100;5076;3643;2895;5/31/2023 2:00 a. m.;8;503;5/31/2023 2:00 a. m.;7;7/21/2023 2:00 a. m.;19;335;7/24/2023 2:00 a. m.;13;276;376;50;50_60;68;148;0;0;0;0;1;300
8214;EA00470;BV-5116;0+765;0+938;2023;2024;3440;4.54;1.57;14;2;100;3515;3349;2781;11/25/2023 1:00 a. m.;12;376;11/26/2023 1:00 a. m.;12;11/23/2023 1:00 a. m.;7;259;7/16/2023 2:00 a. m.;18;202;284;44;40_50;73;83;0;0;0;765;0;938
8215;EA00321;BV-2422;0+000;0+634;2023;2024;7890;2.98;4.86;13;2;100;8272;6740;4446;5/10/2023 2:00 a. m.;18;651;12/1/2023 1:00 a. m.;17;11/28/2023 1:00 a. m.;8;540;5/9/2023 2:00 a. m.;20;476;567;55;60_70;146;88;0;0;0;0;0;634
8216;EA00638;BV-1211;0+000;0+670;2024;2024;1882;3.99;2.57;14;2;100;2046;1514;1089;9/20/2024 2:00 a. m.;9;289;5/21/2024 2:00 a. m.;17;9/19/2024 2:00 a. m.;18;150;5/21/2024 2:00 a. m.;14;111;172;40;0_40;53;22;0;0;0;0;0;670
8217;EA00353;BV-4023;0+000;0+184;2023;2024;49;4.81;3.64;15;2;100;33;74;94;10/8/2023 2:00 a. m.;9;23;4/29/2023 2:00 a. m.;13;4/30/2023 2:00 a. m.;19;5;4/29/2023 2:00 a. m.;20;2;7;42;40_50;1;1;0;0;0;0;0;184
8218;EA00431;BV-5011;0+000;3+150;2023;2024;6900;5.8;5.6;14;2;100;7283;4855;4326;5/9/2023 2:00 a. m.;7;923;11/28/2023 1:00 a. m.;14;11/27/2023 1:00 a. m.;17;502;5/10/2023 2:00 a. m.;19;412;576;47;50_60;223;177;0;0;0;0;3;150
8219;EA01456;B-6431;0+000;0+970;2022;2024;2429;5.47;3.71;7;1;50;2580;1782;1691;4/21/2022 2:00 a. m.;9;294;4/20/2022 2:00 a. m.;15;4/20/2022 2:00 a. m.;14;156;4/23/2022 2:00 a. m.;16;69;181;45;50_60;32;100;51;39;0;0;0;970
8220;EA01364;BV-1212;5+071;6+000;2023;2024;720;0.53;1.88;9;1;50;734;668;610;3/12/2023 1:00 a. m.;13;76;3/11/2023 1:00 a. m.;10;3/15/2023 1:00 a. m.;12;46;3/11/2023 1:00 a. m.;9;34;52;40;0_40;2;1;6;7;5;71;6;0
8221;EA00574;C-243c;12+900;14+310;2024;2024;24182;4.89;2.02;43;6;100;25575;21248;16734;7/5/2024 2:00 a. m.;14;2162;5/6/2024 2:00 a. m.;18;5/9/2024 2:00 a. m.;17;1856;3/26/2024 1:00 a. m.;14;1751;1921;40;0_40;412;771;0;0;12;900;14;310
8222;EA00492;BV-5201;10+020;13+200;2024;2024;247;8.88;3.3;15;2;100;209;321;306;11/3/2024 1:00 a. m.;12;75;1/28/2024 1:00 a. m.;14;11/2/2024 1:00 a. m.;9;22;1/28/2024 1:00 a. m.;15;15;26;46;50_60;13;8;0;0;10;20;13;200
