OBJECTID;Codi estació;Carretera;PKI;PKF;Any IMD;Any càlcul;IMD;% Pesants;% Motos;Dies registrats;Nº lectures;IFA;IMD Feiners;IMD Dissabte;IMD Diumenge;Dia punta;Hora punta;Volum punta;Dia 30;Hora 30;Dia 50;Hora 50;Volum 50;Dia 100;Hora 100;Volum 100;Volum 30;Velocitat mitjana;Percentil 85;Volum pesants C1;Volum pesants C2;Volum motos C1;Volum motos C2;PKI Ref;PKI Offset;PKF Ref;PKF Offset
8223;EA00408;BV-4607;0+000;1+732;2023;2024;102;4.9;1.4;7;1;75;102;105;91;5/31/2023 2:00 a. m.;10;15;6/5/2023 2:00 a. m.;7;5/31/2023 2:00 a. m.;14;6;6/1/2023 2:00 a. m.;22;3;8;55;60_70;5;0;0;0;0;0;1;732
8224;EA00448;BV-5035;0+000;0+380;2023;2024;6109;2.2;5.37;9;2;100;6057;5708;4473;6/8/2023 2:00 a. m.;18;574;6/12/2023 2:00 a. m.;9;6/8/2023 2:00 a. m.;16;441;6/9/2023 2:00 a. m.;21;300;469;44;40_50;102;32;0;0;0;0;0;380
8225;EA00159;BV-1249;1+000;2+280;2024;2024;2773;1.84;3.82;14;2;100;2845;2472;1971;7/12/2024 2:00 a. m.;8;348;3/22/2024 1:00 a. m.;20;3/22/2024 1:00 a. m.;13;202;7/12/2024 2:00 a. m.;20;166;215;47;50_60;37;13;0;0;1;0;2;280
8226;EA00155;BV-1245;0+000;9+720;2023;2024;199;9.61;3.88;15;2;100;172;240;240;2/12/2023 1:00 a. m.;12;46;7/25/2023 2:00 a. m.;12;7/20/2023 2:00 a. m.;17;17;7/27/2023 2:00 a. m.;9;12;19;42;40_50;9;10;0;0;0;0;9;720
8227;EA00003;B-113;0+570;3+600;2023;2024;24;3.24;9.12;14;2;100;21;19;30;7/16/2023 2:00 a. m.;17;9;2/6/2023 1:00 a. m.;9;7/17/2023 2:00 a. m.;20;2;7/15/2023 2:00 a. m.;13;1;3;42;40_50;0;0;0;0;0;570;3;600
8228;EA00293;BV-2242;5+000;9+000;2023;2024;1646;4.77;2.72;14;2;100;1713;1474;1175;6/16/2023 2:00 a. m.;8;150;6/16/2023 2:00 a. m.;7;6/15/2023 2:00 a. m.;15;113;6/17/2023 2:00 a. m.;18;100;124;87;100_110;54;24;0;0;5;0;9;0
8229;EA00154;BV-1243;0+000;0+700;2023;2024;1058;1.51;4.1;15;2;100;980;1216;991;7/23/2023 2:00 a. m.;11;138;2/19/2023 1:00 a. m.;13;7/20/2023 2:00 a. m.;13;79;7/21/2023 2:00 a. m.;21;63;91;42;40_50;7;8;0;0;0;0;0;700
8230;EA00504;BV-5224;6+350;7+560;2023;2024;6183;3.78;1.2;15;2;100;6837;4429;4148;5/17/2023 2:00 a. m.;14;612;12/12/2023 1:00 a. m.;17;12/12/2023 1:00 a. m.;8;497;12/15/2023 1:00 a. m.;10;383;538;47;50_60;133;100;0;0;6;350;7;560
8231;EA00307;BV-2304;3+075;3+770;2024;2024;997;2.8;1.17;14;2;100;1035;875;849;2/18/2024 1:00 a. m.;11;138;11/23/2024 1:00 a. m.;13;11/27/2024 1:00 a. m.;17;76;2/14/2024 1:00 a. m.;10;62;82;56;60_70;15;12;0;0;3;75;3;770
8232;EA00746;C-246a;38+200;39+300;2024;2024;9831;2.17;7.66;36;5;100;9624;8430;6994;9/17/2024 2:00 a. m.;8;1149;9/20/2024 2:00 a. m.;16;9/19/2024 2:00 a. m.;9;811;2/28/2024 1:00 a. m.;16;755;849;55;60_70;136;76;0;0;38;200;39;300
8233;EA00683;BV-5105;0+000;0+180;2024;2024;5154;3.12;4.08;14;2;100;5319;4387;3627;1/29/2024 1:00 a. m.;8;628;10/6/2024 2:00 a. m.;12;1/27/2024 1:00 a. m.;12;382;1/30/2024 1:00 a. m.;12;319;414;47;50_60;56;105;0;0;0;0;0;180
8234;EA00319;BV-2421;7+270;8+575;2024;2024;2618;1.19;7.21;14;2;100;2602;2263;1731;1/26/2024 1:00 a. m.;16;249;1/24/2024 1:00 a. m.;16;1/26/2024 1:00 a. m.;14;184;1/26/2024 1:00 a. m.;11;157;195;40;0_40;15;16;0;0;7;270;8;575
8235;EA00540;C-1413b;12+760;16+300;2024;2024;831;3.27;5.99;14;2;100;766;761;882;7/14/2024 2:00 a. m.;11;137;7/17/2024 2:00 a. m.;17;2/11/2024 1:00 a. m.;17;57;2/9/2024 1:00 a. m.;9;49;63;56;60_70;13;14;0;0;12;760;16;300
8236;EA00170;BV-1414;1+540;4+600;2023;2024;5051;2.98;3.06;8;2;100;5928;2667;1971;5/30/2023 2:00 a. m.;8;914;5/26/2023 2:00 a. m.;14;6/1/2023 2:00 a. m.;13;293;6/1/2023 2:00 a. m.;6;165;457;40;0_40;79;71;0;0;1;540;4;600
8237;EA00538;C-1413b;0+000;3+772;2024;2024;597;4.69;12.55;14;2;100;494;603;582;9/29/2024 2:00 a. m.;11;100;2/3/2024 1:00 a. m.;14;9/27/2024 2:00 a. m.;11;43;2/6/2024 1:00 a. m.;18;34;53;64;70_80;21;7;0;0;0;0;3;772
8238;EA00242;BV-2122;0+000;4+000;2024;2024;4734;2.88;2.26;14;2;100;4770;4649;3889;9/28/2024 2:00 a. m.;12;455;9/24/2024 2:00 a. m.;11;9/24/2024 2:00 a. m.;14;321;2/18/2024 1:00 a. m.;19;299;339;48;50_60;88;48;0;0;0;0;4;0
8239;EA00378;BV-4316;0+780;2+800;2024;2024;5279;2.47;1.57;15;2;75;5683;4456;3503;5/21/2024 2:00 a. m.;17;551;11/7/2024 1:00 a. m.;16;11/7/2024 1:00 a. m.;14;388;5/16/2024 2:00 a. m.;13;335;430;44;40_50;64;66;38;45;0;780;2;800
8240;EA00198;BV-1468;1+800;6+320;2023;2024;580;2.2;25.4;16;2;75;393;478;589;3/12/2023 1:00 a. m.;14;185;10/31/2023 1:00 a. m.;7;11/3/2023 1:00 a. m.;7;58;10/31/2023 1:00 a. m.;17;36;69;51;50_60;8;4;0;0;1;800;6;320
8241;EA00113;BV-1031;17+620;19+159;2024;2024;2410;1.57;1.7;14;2;100;2550;2007;1826;10/14/2024 2:00 a. m.;17;266;1/26/2024 1:00 a. m.;17;10/11/2024 2:00 a. m.;8;184;1/27/2024 1:00 a. m.;17;151;202;50;50_60;32;5;0;0;17;620;19;159
8242;EA00471;BV-5119;0+000;1+830;2024;2024;837;2.29;3.98;14;2;100;724;917;1089;10/6/2024 2:00 a. m.;13;173;10/4/2024 2:00 a. m.;15;2/25/2024 1:00 a. m.;15;65;10/7/2024 2:00 a. m.;15;51;76;52;60_70;9;10;0;0;0;0;1;830
8243;EA01035;BV-2001;0+820;1+020;2023;2024;2229;4.75;8.83;15;2;100;2205;1793;1404;5/19/2023 2:00 a. m.;15;389;5/17/2023 2:00 a. m.;14;5/20/2023 2:00 a. m.;12;157;5/20/2023 2:00 a. m.;17;130;176;40;0_40;105;0;0;0;0;820;1;20
8244;EA00368;BV-4235;0+900;10+150;2023;2024;258;8.09;3.63;14;2;100;242;234;296;10/22/2023 2:00 a. m.;13;49;3/18/2023 1:00 a. m.;12;3/20/2023 1:00 a. m.;7;20;3/22/2023 1:00 a. m.;19;16;25;48;50_60;11;9;0;0;0;900;10;150
8245;EA01057;BV-1224;6+760;6+878;2023;2024;3304;7.1;2.1;16;2;100;3620;2617;1921;11/15/2023 1:00 a. m.;14;356;2/1/2023 1:00 a. m.;18;1/26/2023 1:00 a. m.;18;253;11/19/2023 1:00 a. m.;13;212;264;42;40_50;109;125;35;34;6;760;6;878
8246;EA00269;BV-2154;4+950;8+660;2024;2024;1103;2.45;4.51;14;2;100;1160;890;683;7/16/2024 2:00 a. m.;13;106;2/27/2024 1:00 a. m.;14;7/17/2024 2:00 a. m.;17;81;2/26/2024 1:00 a. m.;19;68;88;46;50_60;16;11;0;0;4;950;8;660
8247;EA00410;BV-4608;3+000;6+750;2023;2024;238;4.32;13.57;7;1;100;190;255;234;6/4/2023 2:00 a. m.;9;102;6/2/2023 2:00 a. m.;10;6/2/2023 2:00 a. m.;17;13;6/1/2023 2:00 a. m.;6;5;17;42;40_50;7;3;0;0;3;0;6;750
8248;EA00213;BV-2002;0+000;2+400;2024;2024;11101;3.96;2.97;42;6;100;11611;9946;7400;11/14/2024 1:00 a. m.;18;993;3/5/2024 1:00 a. m.;18;1/20/2024 1:00 a. m.;11;831;7/5/2024 2:00 a. m.;12;793;849;40;0_40;219;220;0;0;0;0;2;400
8249;EA00108;BV-1006;0+000;0+905;2023;2024;50;8.99;1.14;14;2;100;50;47;48;7/11/2023 2:00 a. m.;19;11;7/10/2023 2:00 a. m.;17;2/24/2023 1:00 a. m.;16;4;7/6/2023 2:00 a. m.;21;3;5;48;50_60;2;2;0;0;0;0;0;905
8250;EA00246;BV-2127;5+553;9+010;2023;2024;1699;3.43;2.86;14;2;100;1703;1658;1385;3/19/2023 1:00 a. m.;14;180;3/16/2023 1:00 a. m.;15;9/23/2023 2:00 a. m.;9;121;9/22/2023 2:00 a. m.;15;108;125;62;70_80;18;40;0;0;5;553;9;10
8251;EA00723;C-16z;74+450;75+530;2024;2024;1324;4.24;1.34;14;2;100;1406;1104;1013;6/13/2024 2:00 a. m.;18;145;9/23/2024 2:00 a. m.;17;6/13/2024 2:00 a. m.;19;98;9/20/2024 2:00 a. m.;11;84;104;78;90_100;26;30;0;0;74;450;75;530
8252;EA00077;BP-4653;12+640;15+760;2024;2024;859;7.84;4.77;14;2;100;833;766;797;7/28/2024 2:00 a. m.;12;112;7/28/2024 2:00 a. m.;19;2/28/2024 1:00 a. m.;8;67;2/28/2024 1:00 a. m.;18;55;73;45;40_50;42;25;0;0;12;640;15;760
8253;EA00272;BV-2156;1+050;1+273;2024;2024;2636;1.31;2.15;14;2;100;2762;2483;1766;3/20/2024 1:00 a. m.;18;299;10/19/2024 2:00 a. m.;12;3/25/2024 1:00 a. m.;18;194;3/20/2024 1:00 a. m.;9;164;217;42;40_50;16;18;0;0;1;50;1;273
8254;EA00497;BV-5208;0+000;0+970;2024;2024;866;2.43;4.38;14;2;100;597;1459;1352;10/20/2024 2:00 a. m.;12;193;10/20/2024 2:00 a. m.;14;10/20/2024 2:00 a. m.;9;60;10/16/2024 2:00 a. m.;11;45;112;52;60_70;13;8;0;0;0;0;0;970
8255;EA00148;BV-1224;0+000;5+870;2024;2024;1162;1.95;4.77;15;2;100;1139;1167;887;4/18/2024 2:00 a. m.;8;119;11/21/2024 1:00 a. m.;14;4/21/2024 2:00 a. m.;16;87;4/23/2024 2:00 a. m.;8;75;92;53;60_70;14;8;0;0;0;0;5;870
8256;EA00475;BV-5122;4+200;8+512;2024;2024;5226;3.82;1.76;14;2;100;5464;4205;4415;5/5/2024 2:00 a. m.;12;522;11/5/2024 1:00 a. m.;14;5/7/2024 2:00 a. m.;9;374;5/8/2024 2:00 a. m.;7;325;400;69;80_90;110;89;0;0;4;200;8;512
8257;EA00652;BV-5224;1+130;2+590;2024;2024;8529;5.78;1.04;14;2;100;9481;6435;5238;4/23/2024 2:00 a. m.;14;794;10/9/2024 2:00 a. m.;8;10/11/2024 2:00 a. m.;16;630;4/22/2024 2:00 a. m.;7;514;683;68;70_80;251;241;0;0;1;130;2;590
8258;EA00117;BV-1081;0+000;4+290;2023;2024;461;3.13;2.79;7;1;100;432;465;511;3/5/2023 1:00 a. m.;13;69;3/4/2023 1:00 a. m.;14;3/4/2023 1:00 a. m.;15;28;3/8/2023 1:00 a. m.;21;14;34;54;60_70;7;7;0;0;0;0;4;290
8259;EA01297;BV-1221;2+990;3+660;2024;2024;12563;2.08;3.73;7;1;16;13141;9164;9794;10/14/2024 2:00 a. m.;8;1221;10/11/2024 2:00 a. m.;13;10/16/2024 2:00 a. m.;7;803;10/12/2024 2:00 a. m.;21;367;924;44;40_50;151;109;247;221;2;990;3;660
8260;EA00465;BV-5114;5+355;12+340;2023;2024;569;6.83;23.83;7;1;50;305;692;817;7/16/2023 2:00 a. m.;11;190;7/16/2023 2:00 a. m.;15;7/14/2023 2:00 a. m.;8;27;7/17/2023 2:00 a. m.;10;13;34;46;50_60;19;19;0;0;5;355;12;340
8261;EA00244;BV-2127;0+000;2+300;2024;2024;7653;4.73;3.22;14;2;100;8291;6151;4238;4/18/2024 2:00 a. m.;8;680;4/17/2024 2:00 a. m.;16;4/22/2024 2:00 a. m.;13;565;4/19/2024 2:00 a. m.;7;501;602;67;80_90;180;182;0;0;0;0;2;300
8262;EA00675;BV-2113;0+820;1+520;2024;2024;11111;2.44;4.99;42;6;100;11787;8537;6427;11/14/2024 1:00 a. m.;17;979;1/19/2024 1:00 a. m.;14;5/14/2024 2:00 a. m.;9;892;3/12/2024 1:00 a. m.;16;863;908;60;60_70;134;137;0;0;0;820;1;520
8263;EA00568;C-243b;18+000;19+070;2023;2024;4137;2.76;1.7;16;2;100;4479;3483;2590;2/27/2023 1:00 a. m.;8;417;3/3/2023 1:00 a. m.;13;3/2/2023 1:00 a. m.;7;307;2/25/2023 1:00 a. m.;10;254;337;54;60_70;33;81;0;0;18;0;19;70
8264;EA00260;BV-2138;0+000;1+664;2023;2024;130;3.29;1.64;7;1;100;139;100;102;3/31/2023 2:00 a. m.;18;26;3/30/2023 2:00 a. m.;13;3/29/2023 2:00 a. m.;16;8;3/31/2023 2:00 a. m.;23;3;10;48;50_60;3;1;0;0;0;0;1;664
8265;EA00365;BV-4132z;2+750;4+125;2024;2024;41;3.32;8.38;14;2;100;35;34;55;3/17/2024 1:00 a. m.;11;23;3/15/2024 1:00 a. m.;15;3/13/2024 1:00 a. m.;15;4;10/8/2024 2:00 a. m.;17;2;5;42;40_50;1;0;0;0;2;750;4;125
8266;EA00142;BV-1221;6+000;15+000;2024;2024;907;1.89;8.35;14;2;100;713;1010;1245;9/22/2024 2:00 a. m.;12;191;6/23/2024 2:00 a. m.;10;6/21/2024 2:00 a. m.;18;78;6/22/2024 2:00 a. m.;14;55;97;43;40_50;15;2;0;0;6;0;15;0
8267;EA01061;BV-4131;7+475;9+500;2023;2024;1077;6.42;1.24;14;2;100;1098;1052;907;11/19/2023 1:00 a. m.;17;116;11/21/2023 1:00 a. m.;8;11/16/2023 1:00 a. m.;12;79;11/15/2023 1:00 a. m.;13;69;86;61;70_80;37;32;0;0;7;475;9;500
8268;EA00939;BV-2111;5+670;6+200;2024;2024;5033;2.17;5.43;14;2;100;5160;4235;3284;5/31/2024 2:00 a. m.;16;466;11/21/2024 1:00 a. m.;18;11/23/2024 1:00 a. m.;11;385;11/23/2024 1:00 a. m.;10;321;404;40;0_40;61;48;0;0;5;670;6;200
8269;EA00632;BV-2112;4+440;5+670;2023;2024;2239;2.96;10.45;14;2;100;2193;1833;1235;4/1/2023 2:00 a. m.;20;279;7/12/2023 2:00 a. m.;12;7/13/2023 2:00 a. m.;14;163;4/3/2023 2:00 a. m.;8;141;177;49;50_60;41;25;0;0;4;440;5;670
8270;EA00263;BV-2151;2+700;4+203;2024;2024;1186;2.45;2.9;14;2;100;1210;1089;921;2/19/2024 1:00 a. m.;8;120;7/19/2024 2:00 a. m.;12;2/14/2024 1:00 a. m.;13;85;2/18/2024 1:00 a. m.;10;74;91;51;60_70;15;14;0;0;2;700;4;203
8271;EA00215;BV-2002;4+255;5+400;2023;2024;12984;4.35;4.45;42;6;100;13660;10584;7957;11/9/2023 1:00 a. m.;18;1224;1/25/2023 1:00 a. m.;17;5/8/2023 2:00 a. m.;18;1038;9/14/2023 2:00 a. m.;14;951;1076;53;60_70;292;272;0;0;4;255;5;400
8272;EA00539;C-1413b;3+772;12+760;2023;2024;374;6.22;7.93;15;2;100;335;360;375;7/23/2023 2:00 a. m.;11;70;2/12/2023 1:00 a. m.;17;7/25/2023 2:00 a. m.;9;29;2/13/2023 1:00 a. m.;16;24;31;42;40_50;11;12;0;0;3;772;12;760
8273;EA00189;BV-1439;1+855;3+976;2024;2024;5400;3.54;2.82;14;2;100;5767;3994;3904;8/26/2024 2:00 a. m.;8;781;8/25/2024 2:00 a. m.;17;8/27/2024 2:00 a. m.;12;401;2/15/2024 1:00 a. m.;16;342;441;50;60_70;122;69;0;0;1;855;3;976
8274;EA00282;BV-2202;0+000;0+770;2023;2024;1857;1.46;1.62;7;1;100;1990;1577;1267;3/13/2023 1:00 a. m.;8;171;3/9/2023 1:00 a. m.;13;3/9/2023 1:00 a. m.;14;124;3/10/2023 1:00 a. m.;6;59;137;42;40_50;26;1;0;0;0;0;0;770
8275;EA00653;BV-1415;10+800;11+555;2023;2024;4121;1.97;10.07;16;2;100;4214;2396;2477;11/8/2023 1:00 a. m.;6;927;11/8/2023 1:00 a. m.;17;6/8/2023 2:00 a. m.;17;336;11/10/2023 1:00 a. m.;12;195;423;49;50_60;49;32;0;0;10;800;11;555
8276;EA00325;BV-2428;0+000;1+490;2024;2024;1810;2.62;4.18;15;2;100;1749;1767;1629;7/21/2024 2:00 a. m.;11;293;4/4/2024 2:00 a. m.;8;4/8/2024 2:00 a. m.;14;134;7/19/2024 2:00 a. m.;11;112;147;45;50_60;26;21;0;0;0;0;1;490
8277;EA00145;BV-1221;24+280;33+600;2023;2024;376;2.62;12.39;7;1;50;273;364;576;4/16/2023 2:00 a. m.;10;118;4/14/2023 2:00 a. m.;18;4/14/2023 2:00 a. m.;6;20;4/13/2023 2:00 a. m.;19;8;24;47;50_60;4;5;0;0;24;280;33;600
8278;EA00394;BV-4406;0+000;1+000;2023;2024;310;1.13;3.18;14;2;75;309;297;260;3/25/2023 1:00 a. m.;11;36;11/6/2023 1:00 a. m.;17;11/6/2023 1:00 a. m.;8;23;11/2/2023 1:00 a. m.;13;19;25;45;50_60;2;1;0;0;0;0;1;0
8279;EA00750;C-1410z;6+900;8+245;2021;2024;1487;3.46;0;16;2;100;1657;1170;953;3/22/2021 1:00 a. m.;10;148;3/24/2021 1:00 a. m.;16;11/16/2021 1:00 a. m.;18;120;3/27/2021 1:00 a. m.;11;101;130;55;60_70;10;41;0;0;6;900;8;245
8280;EA00716;B-522;1+100;2+800;2024;2024;12651;7.79;1.16;36;5;81;14079;11532;5605;9/10/2024 2:00 a. m.;18;1297;11/16/2024 1:00 a. m.;11;5/10/2024 2:00 a. m.;15;1126;1/11/2024 1:00 a. m.;16;1039;1172;75;80_90;489;496;0;0;1;100;2;800
8281;EA00536;C-1411ar;0+000;0+280;2023;2024;2483;7.15;1.08;14;2;100;2636;2162;1853;2/9/2023 1:00 a. m.;18;251;11/18/2023 1:00 a. m.;12;11/20/2023 1:00 a. m.;16;184;11/21/2023 1:00 a. m.;13;153;196;43;40_50;138;39;0;0;0;0;0;280
8282;EA00253;BV-2133;0+000;1+510;2024;2024;2747;3.07;1.78;16;2;100;3219;1597;1196;10/18/2024 2:00 a. m.;14;308;10/23/2024 2:00 a. m.;19;10/18/2024 2:00 a. m.;15;227;10/22/2024 2:00 a. m.;7;193;243;73;80_90;32;52;0;0;0;0;1;510
8283;EA00899;BV-1439;0+000;1+041;2024;2024;1247;1.15;3.26;14;2;100;1265;1033;1084;2/18/2024 1:00 a. m.;12;151;2/20/2024 1:00 a. m.;7;2/17/2024 1:00 a. m.;18;88;2/16/2024 1:00 a. m.;10;72;101;40;0_40;14;0;0;0;0;0;1;41
8284;EA00507;BV-5224;20+700;25+400;2023;2024;87;1.8;20.62;7;1;100;37;142;160;5/27/2023 2:00 a. m.;11;34;5/26/2023 2:00 a. m.;15;5/26/2023 2:00 a. m.;18;4;5/23/2023 2:00 a. m.;3;0;6;41;0_40;1;0;0;0;20;700;25;400
8285;EA00479;BV-5128;25+500;27+185;2023;2024;8249;1.86;4.34;13;2;100;8547;6431;6069;6/23/2023 2:00 a. m.;17;741;10/28/2023 2:00 a. m.;11;10/30/2023 1:00 a. m.;9;593;6/21/2023 2:00 a. m.;15;527;625;47;50_60;79;74;0;0;25;500;27;185
8286;EA00754;C-1411z;57+950;60+740;2023;2024;3719;1.88;1.24;14;2;100;3988;3189;2578;11/24/2023 1:00 a. m.;17;354;3/16/2023 1:00 a. m.;17;11/24/2023 1:00 a. m.;8;270;11/27/2023 1:00 a. m.;10;240;284;55;60_70;35;34;0;0;57;950;60;740
8287;EA00016;B-421;0+000;1+170;2024;2024;261;7.1;3.04;14;2;100;259;266;214;9/28/2024 2:00 a. m.;18;44;3/24/2024 1:00 a. m.;12;3/22/2024 1:00 a. m.;12;21;3/22/2024 1:00 a. m.;14;17;23;48;50_60;8;10;0;0;0;0;1;170
8288;EA00564;C-243b;4+550;8+050;2023;2024;1238;6.34;8.09;14;2;100;1310;787;631;10/4/2023 2:00 a. m.;7;136;10/9/2023 2:00 a. m.;15;10/8/2023 2:00 a. m.;13;98;2/22/2023 1:00 a. m.;10;79;105;54;60_70;36;42;0;0;4;550;8;50
8289;EA00075;BP-4653;6+300;10+200;2024;2024;1398;6;5.68;16;2;100;1378;1232;1113;6/22/2024 2:00 a. m.;11;189;6/20/2024 2:00 a. m.;12;6/20/2024 2:00 a. m.;14;99;7/24/2024 2:00 a. m.;14;90;108;64;70_80;46;37;0;0;6;300;10;200
8290;EA00243;BV-2122;4+000;9+368;2023;2024;1162;1.99;6.74;7;1;100;1021;1323;1157;4/16/2023 2:00 a. m.;12;151;4/14/2023 2:00 a. m.;17;4/20/2023 2:00 a. m.;9;68;4/20/2023 2:00 a. m.;21;35;79;59;60_70;13;10;0;0;4;0;9;368
8291;EA00276;BV-2171;11+570;14+070;2024;2024;875;4.16;3.36;14;2;100;959;630;494;10/18/2024 2:00 a. m.;15;136;10/18/2024 2:00 a. m.;8;6/14/2024 2:00 a. m.;17;69;6/18/2024 2:00 a. m.;11;51;82;56;60_70;18;18;0;0;11;570;14;70
8292;EA00528;BV-5306;0+340;4+585;2024;2024;6457;4.55;0.57;15;2;100;7106;5553;3858;9/10/2024 2:00 a. m.;18;612;1/18/2024 1:00 a. m.;14;9/9/2024 2:00 a. m.;14;474;1/19/2024 1:00 a. m.;19;413;511;43;40_50;151;142;0;0;0;340;4;585
8293;EA00496;BV-5207;1+168;12+740;2024;2024;359;3.14;3.68;14;2;100;271;517;554;10/20/2024 2:00 a. m.;17;71;10/19/2024 2:00 a. m.;19;10/18/2024 2:00 a. m.;10;27;10/17/2024 2:00 a. m.;10;20;42;54;60_70;7;4;0;0;1;168;12;740
8294;EA00135;BV-1211;0+670;2+850;2024;2024;1645;2.85;1.98;14;2;100;1732;1428;1201;9/17/2024 2:00 a. m.;18;156;5/23/2024 2:00 a. m.;7;9/18/2024 2:00 a. m.;18;118;5/21/2024 2:00 a. m.;9;99;127;47;50_60;16;30;0;0;0;670;2;850
8295;EA00231;BV-2113;1+520;2+324;2024;2024;11229;2.5;5.33;42;6;100;11866;8583;6504;3/6/2024 1:00 a. m.;9;987;5/22/2024 2:00 a. m.;9;11/19/2024 1:00 a. m.;9;899;5/16/2024 2:00 a. m.;14;868;912;63;70_80;139;141;0;0;1;520;2;324
8296;EA01303;BV-5156;0+000;0+180;2023;2024;6957;5.16;3.6;14;2;75;7950;4216;2980;11/3/2023 1:00 a. m.;14;715;11/6/2023 1:00 a. m.;12;2/24/2023 1:00 a. m.;13;543;10/31/2023 1:00 a. m.;11;400;579;40;0_40;178;180;129;121;0;0;0;180
8297;EA00363;BV-4131;0+000;7+475;2023;2024;1022;5.47;3;13;2;100;1006;991;917;3/25/2023 1:00 a. m.;12;130;11/19/2023 1:00 a. m.;12;11/20/2023 1:00 a. m.;14;76;3/27/2023 2:00 a. m.;15;64;81;71;80_90;31;24;0;0;0;0;7;475
8298;EA00271;BV-2156;0+000;0+500;2024;2024;1092;0.92;0.79;14;2;100;1073;1181;1036;10/19/2024 2:00 a. m.;24;180;10/17/2024 2:00 a. m.;9;10/17/2024 2:00 a. m.;17;85;3/20/2024 1:00 a. m.;13;66;91;44;40_50;7;3;0;0;0;0;0;500
8299;EA00415;BV-4609;0+000;0+705;2024;2024;1385;2.88;0.94;14;2;100;1553;945;892;4/24/2024 2:00 a. m.;17;145;10/8/2024 2:00 a. m.;16;4/25/2024 2:00 a. m.;14;105;4/29/2024 2:00 a. m.;12;86;116;60;70_80;19;20;0;0;0;0;0;705
8300;EA00694;B-142;4+350;9+350;2023;2024;8870;5.4;2.89;14;2;100;10132;5546;4090;2/22/2023 1:00 a. m.;7;964;2/22/2023 1:00 a. m.;18;7/20/2023 2:00 a. m.;13;675;2/23/2023 1:00 a. m.;9;528;731;60;70_80;228;251;0;0;4;350;9;350
8301;EA00696;B-224z;15+000;17+475;2023;2024;3939;1.81;1.44;14;2;100;4217;3223;2872;5/29/2023 2:00 a. m.;19;478;5/31/2023 2:00 a. m.;14;5/27/2023 2:00 a. m.;13;280;7/23/2023 2:00 a. m.;11;241;298;42;40_50;43;28;0;0;15;0;17;475
8302;EA00681;BV-2433;1+530;2+550;2023;2024;2782;6.57;2.65;14;2;100;3192;1778;1222;2/22/2023 1:00 a. m.;8;296;10/9/2023 2:00 a. m.;7;2/17/2023 1:00 a. m.;7;223;2/23/2023 1:00 a. m.;12;174;241;75;80_90;88;94;0;0;1;530;2;550
8303;EA00450;BV-5103;3+000;4+680;2023;2024;963;18.21;5.25;11;1;100;1041;646;538;10/6/2023 2:00 a. m.;8;116;10/6/2023 2:00 a. m.;15;10/4/2023 2:00 a. m.;10;76;10/1/2023 2:00 a. m.;18;50;86;58;70_80;109;66;0;0;3;0;4;680
8304;EA00498;BV-5209;0+000;0+614;2023;2024;34;2.53;6.75;7;1;50;32;30;30;5/8/2023 2:00 a. m.;8;13;5/8/2023 2:00 a. m.;7;5/7/2023 2:00 a. m.;17;2;5/4/2023 2:00 a. m.;23;0;3;40;0_40;0;0;0;0;0;0;0;614
8305;EA00134;BV-1203;1+580;3+000;2024;2024;3202;2.23;4.91;14;2;100;3324;2662;2034;2/5/2024 1:00 a. m.;8;371;2/6/2024 1:00 a. m.;15;2/8/2024 1:00 a. m.;14;230;7/16/2024 2:00 a. m.;17;195;249;65;70_80;33;38;0;0;1;580;3;0
8306;EA00169;BV-1414;0+000;1+395;2024;2024;11317;4.18;4.44;42;6;100;11985;8698;7080;5/14/2024 2:00 a. m.;8;1198;7/3/2024 2:00 a. m.;17;5/8/2024 2:00 a. m.;18;985;5/14/2024 2:00 a. m.;9;875;1033;69;70_80;270;203;0;0;0;0;1;395
8307;EA00160;BV-1273;0+000;2+400;2023;2024;315;1.03;0;10;1;100;286;523;254;2/18/2023 1:00 a. m.;19;200;2/13/2023 1:00 a. m.;11;2/17/2023 1:00 a. m.;9;19;2/15/2023 1:00 a. m.;17;10;24;40;0_40;1;2;0;0;0;0;2;400
8308;EA00306;BV-2304;0+000;3+075;2024;2024;3160;3.08;1.39;14;2;100;3180;2938;2974;2/18/2024 1:00 a. m.;11;365;11/25/2024 1:00 a. m.;7;11/21/2024 1:00 a. m.;7;221;11/22/2024 1:00 a. m.;12;195;232;41;0_40;55;42;0;0;0;0;3;75
8309;EA00261;BV-2141;0+000;0+620;2023;2024;129;2.09;0.37;16;2;100;135;120;102;2/16/2023 1:00 a. m.;16;19;2/17/2023 1:00 a. m.;17;2/18/2023 1:00 a. m.;9;10;2/15/2023 1:00 a. m.;10;8;12;45;50_60;1;1;0;0;0;0;0;620
8310;EA00429;BV-5008;0+000;1+210;2023;2024;5826;5.84;8.03;14;2;100;5728;4533;4337;4/15/2023 2:00 a. m.;13;566;4/14/2023 2:00 a. m.;14;4/17/2023 2:00 a. m.;10;408;11/14/2023 1:00 a. m.;12;361;438;41;40_50;221;119;0;0;0;0;1;210
8311;EA00721;C-16z;65+100;67+760;2024;2024;741;3.84;3.74;18;2;100;783;552;527;10/5/2024 2:00 a. m.;12;88;4/25/2024 2:00 a. m.;13;4/30/2024 2:00 a. m.;14;56;4/29/2024 2:00 a. m.;15;49;63;58;70_80;19;9;0;0;65;100;67;760
