OBJECTID;N;CAR_CARRETERA;CODI_TRAM;INICI_TRAM;FINAL_TRAM;CAR_DESCR;TRA_ORIGEN;TRA_FINAL;TRA_TIPUS_VIA;TRA_TITULARITAT;TRA_CLASSIFICACIO_FUNC_REAL;TRA_CLASSIFICACIO_TECN_REAL;TRA_REGIM_GESTIO;TRA_SECTOR_CONS;TRA_AMBIT_GEST_PATRIMONIAL;TRA_AMBIT_ORG_AUTORITZADOR;TRA_CARRILS;TRA_COMARCA;TRA_PKI_POS;TRA_PKF_POS;TRA_LONG_APARENT;TRA_LONG_GEOM;TRA_LONG_AMB_BRANCS;TRA_XY_INICIAL;TRA_XY_FINAL;Shape.STLength();Shape
11164;335;BV-5222;1;0+000;2+754;Carretera de Manlleu a Roda de Ter;Plaça de Sanglàs Alsina, a la rotonda de la B-522 (PQ 8.360), a Manlleu;C-153 (PQ 7.620), a Roda de Ter;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vic;Diputació de Barcelona;Diputació de Barcelona;1+1;Osona;0;2769;2754;2769;3030;441401 4650379;442931 4648451;2768.5083763685334;
11125;336;BV-5224;1;0+000;5+860;Carretera de la Vola;B-522 (PQ 7.900);Cruïlla carrer Puig-de-salit, Torelló;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vic;Diputació de Barcelona;Diputació de Barcelona;1+1;Osona;0;5918;5860;5918;6583;440852 4650159;439232 4655185;5918.211687164261;
10860;337;BV-5224;2;5+990;25+400;Carretera de la Vola;Cruïlla amb el carrer dels Estudis, Torelló;Límit de la província de Barcelona (Coll de Bracons);Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vic;Diputació de Barcelona;Diputació de Barcelona;1+1;Osona;5990;25421;19410;19431;19849;439137 4655283;448459 4662006;19431.39376150942;
11139;338;BV-5225;1;0+000;2+600;Carretera de Conanglell;BV-5226 (PQ 3.240), cruïlla de les avingudes de la Generalitat i de Rafael Casanova, de Torelló;Enllaç amb la C-17 i la C-17z;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vic;Diputació de Barcelona;Diputació de Barcelona;1+1;Osona;0;2592;2600;2592;2749;438723 4655578;436622 4655364;2592.270531173121;
11173;339;BV-5226;1;0+000;3+600;Carretera de Borgonyà;C-17 (PQ 77.250) -antiga N-152 (PQ 85.340)-;BV-5224 (PQ 6.350), Plaça de Sant Fortià, de Torelló;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vic;Diputació de Barcelona;Diputació de Barcelona;1+1;Osona;0;3658;3600;3658;3814;436852 4657323;438982 4655581;3658.027233130247;
11037;340;BV-5227;1;0+000;11+648;Carretera de Santa Maria de Besora;C-17 (PQ 82.000) -antiga N-152 (PQ 91.515)-, a Sant Quirze de Besora;GIP-5227 (PQ 990), al límit provincial;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vic;Diputació de Barcelona;Diputació de Barcelona;1+1;Osona;0;11632;11648;11632;11632;435235 4661272;442232 4663358;11632.329782245295;
10895;341;BV-5228;1;0+000;0+598;Accés sud a Sant Vicenç de Torelló;BV-5224 (PQ 7.547);Plaça de Cal Ferrer, a Sant Vicenç de Torelló;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vic;Diputació de Barcelona;Diputació de Barcelona;1+1;Osona;0;593;598;593;764;439738 4656433;439855 4656893;592.9265071965311;
11126;342;BV-5229;1;0+000;1+275;Accés oest a Sant Vicenç de Torelló;BV-5226 (PQ 1.920);Cruïlla del carrer de Vilamitjana amb el carrer del Vilar, a Sant Vicenç de Torelló;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vic;Diputació de Barcelona;Diputació de Barcelona;1+1;Osona;0;1290;1275;1290;1536;438394 4656642;439592 4657036;1289.6596426704223;
10896;344;BV-5251;2;1+857;2+630;Carretera de la Fullaca;Límit provincial Barcelona-Girona;Continua GIP-5251, en passar el pont de la Riera Major;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vic;Diputació de Barcelona;Diputació de Barcelona;1+1;Osona;1853.723079;2286;773;432;432;446311 4636794;446574 4636517;431.9837775222147;
11054;343;BV-5251;1;0+000;1+857;Carretera de la Fullaca;Rotonda de la BV-5201, a la Fullaca;Límit provincial Barcelona-Girona;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vic;Diputació de Barcelona;Diputació de Barcelona;1+1;Osona;0;1853.723079;1857;1853;1887;446615 4637838;446311 4636794;1853.809747412736;
11002;345;BV-5303;1;0+000;1+880;Carretera de Tona a Seva;N-141c (PQ 40.350);Casc urbà de Tona;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vic;Diputació de Barcelona;Diputació de Barcelona;1+1;Osona;0;1872;1880;1872;1872;433563 4632477;434922 4633259;1872.2325289842804;
10899;346;BV-5303;2;3+300;5+418;Carretera de Tona a Seva;Rotonda d'accés a la C-17, a Tona ;BV-5305, a Balenyà;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vic;Diputació de Barcelona;Diputació de Barcelona;1+1;Osona;3300;5178;2118;1878;2435;436282 4632987;437776 4632729;1877.9452812038078;
11020;347;BV-5306;1;0+340;4+585;Carretera del Barri de Mont-rodon;Rotonda amb l'avinguda Mossèn Cinto Verdaguer, a Taradell ;C-17 (PQ 54.300) -antiga N-152 (PQ 62.455)-;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vic;Diputació de Barcelona;Diputació de Barcelona;1+1;Osona;340;4664;4245;4324;4682;440471 4636043;437108 4636871;4323.790397149526;
11159;348;BV-5307;1;0+000;0+139;Accés a Montseny;BV-5301 (PQ 13.900);Montseny;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Granollers - Sant Celoni;Diputació de Barcelona;Diputació de Barcelona;1+1;Vallès Oriental;0;119;139;119;119;449634 4623318;449663 4623245;119.24489727992393;
11116;349;BV-6001;1;0+000;4+345;Carretera de Malgrat de Mar;N-II (PQ 674.340);GIP-6831, just a l'embocadura del pont de la Tordera;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Granollers - Sant Celoni;Diputació de Barcelona;Diputació de Barcelona;1+1;Maresme;0;4408;4345;4408;5324;477153 4610105;480417 4612649;4408.307830021656;
11175;350;BV-6001z;1;3+240;3+860;Antiga carretera de Malgrat de Mar;BV-6001 (PQ 3,240);Pas sota el ferrocarril Barcelona - Maçanet;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Granollers - Sant Celoni;Diputació de Barcelona;Diputació de Barcelona;1+1;Maresme;3240;3884;620;644;689;479613 4611966;480050 4612331;643.9540304310794;
10821;351;BV-6002;1;0+000;0+850;Accés a Palafolls;BV-6001 (PQ 2.928), a Malgrat de Mar;B-682 (PQ 1.880), a Palafolls;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Granollers - Sant Celoni;Diputació de Barcelona;Diputació de Barcelona;1+1;Maresme;0;882;850;882;1133;479319 4611841;479212 4612623;881.5074579581175;
10951;352;C-1410z;1;6+900;9+010;Antic Eix del Cardener;C-55 (PQ 39.443) Callús Sud, a Sant Martí de Torroella;Rotonda enllaç C-55 , a Callús  Nord (Can Cavaller);Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Igualada - Manresa;Diputació de Barcelona;Diputació de Barcelona;1+1;Bages;6900;8945;2110;2045;2096;399269 4625518;398582 4627254;2045.1449863154385;
11147;354;C-1410z;3;30+800;32+040;Antic Eix del Cardener;Rotonda d'accés a la C-55;Rotonda d'enllaç C-55 i B-420, a Cardona nord;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Igualada - Manresa;Diputació de Barcelona;Diputació de Barcelona;1+1;Bages;30800;32018;1240;1218;1322;391619 4641515;390584 4641555;1217.5792564535107;
11106;353;C-1410z;2;27+890;29+160;Antic Eix del Cardener;Rotonda enllaç C-55, a Cardona Sud;Intersecció amb el nou vial;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Igualada - Manresa;Diputació de Barcelona;Diputació de Barcelona;1+1;Bages;27890;29103;1270;1213;1241;392498 4639737;391907 4640306;1213.255340337133;
11070;355;C-1411a;1;11+543;14+375;Carretera del Borràs;BP-1121 (PQ 915), al Borràs;BV-1123 (PQ 0) i C-1411ar (PQ 0);Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Igualada - Manresa;Diputació de Barcelona;Diputació de Barcelona;1+1;Bages;11543;14420;2832;2877;2932;405543 4609104;404561 4610958;2877.200140255833;
10901;357;C-1411ar;2;0+295;0+633;Accessos a l'Eix del Cardener;C-55 (PQ 18.080);C-1411a (PQ 14.176);Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Igualada - Manresa;Diputació de Barcelona;Diputació de Barcelona;1+1;Bages;295;658;338;363;535;404774 4610803;404667 4610805;362.84149100532386;
10926;356;C-1411ar;1;0+000;0+280;Accessos a l'Eix del Cardener;C-1411a (PQ 14.375) i BV-1123 (PQ0);C-55 (PQ 18.095);Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Igualada - Manresa;Diputació de Barcelona;Diputació de Barcelona;1+1;Bages;0;287;280;287;427;404577 4610928;404777 4610818;286.9194004789629;
10977;358;C-1411b;1;23+464;26+517;Accés sud a Manresa;C-55 (PQ 26.277) -antiga C-1411 (PQ 26.275)-;C-37 (PQ 93.080), al Pont de Sant Francesc de Manresa;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Igualada - Manresa;Diputació de Barcelona;Diputació de Barcelona;1+1;Bages;23464;26514;3053;3050;3198;403484 4617782;401900 4619413;3050.1233306798717;
10950;361;C-1411z;3;79+720;84+500;Antic Eix del Llobregat;Intersecció BP-4654 (PQ 46.610), a Berga;C-16 (PQ 102.184), a la sortida del túnel de la Comassa;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Berga;Diputació de Barcelona;Diputació de Barcelona;1+1;Berguedà;79720;84536;4780;4816;4942;404925 4662586;406093 4665655;4815.85407641901;
11018;360;C-1411z;2;78+500;79+400;Antic Eix del Llobregat;Rotonda de l'enllaç de la C-16 i C-1411z, al nord de Berga;Intersecció BV-4241 (PQ 0), a Berga;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Berga;Diputació de Barcelona;Diputació de Barcelona;1+1;Berguedà;78500;79343;900;843;1082;405248 4662398;404959 4662364;842.953044929942;
11045;359;C-1411z;1;57+950;62+175;Antic Eix del Llobregat;C-16 (PQ 79.000), al sud de Puig-reig;C-16 (PQ 83.731), al nord de Puig-reig;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Berga;Diputació de Barcelona;Diputació de Barcelona;1+1;Berguedà;57950;61989;4225;4039;4271;407374 4644950;407472 4648685;4039.120911305658;
10937;362;C-1411zr;1;0+000;0+500;Accés nord a Berga;Rotonda de la C-1411z (PQ 78.558);C-16 (PQ 98.525);Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Berga;Diputació de Barcelona;Diputació de Barcelona;1+1;Berguedà;0;499;500;499;814;405306 4662414;405650 4662565;498.73369843703745;
10811;363;C-1413b;1;0+000;1+935;Carretera de Sant Martí de Centelles;C-59 (PQ 24.200) -antiga B-143 (PQ 23.420)-;Límit comarca Vallès Oriental-Moianès;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vic;Diputació de Barcelona;Diputació de Barcelona;1+1;Vallès Oriental;0;1929.886457;1935;1929;1930;429776 4617641;430925 4618135;1929.587416051746;
11074;364;C-1413b;2;1+935;7+728;Carretera de Sant Martí de Centelles;Límit comarca Vallès Oriental-Moianès;Límit comarca Moianès-Osona;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vic;Diputació de Barcelona;Diputació de Barcelona;1+1;Moianès;1929.886457;7696.461728;5793;5766;5767;430925 4618135;432395 4620976;5766.58233735834;
11178;365;C-1413b;3;7+728;19+554;Carretera de Sant Martí de Centelles;Límit comarca Moianès-Osona;Carrer de Barcelona, als Hostalets de Balenyà;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vic;Diputació de Barcelona;Diputació de Barcelona;1+1;Osona;7696.461728;19519;11826;11822;11823;432395 4620976;436239 4629131;11822.652950082156;
10888;367;C-1415a;2;16+750;18+570;Carretera de Castellar del Vallès;Cruïlla Carrer del Doctor Pearson;Rotonda del polígon industrial, a Terrassa;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Martorell;Diputació de Barcelona;Diputació de Barcelona;2+2;Vallès Occidental;16817.908468;18655;1820;1837;2779;418716 4602221;419719 4603751;1837.3787129234697;
11053;366;C-1415a;1;16+354;16+750;Carretera de Castellar del Vallès;Intersecció de l'Av. de Jacquard i el carrer de Colom, a Terrassa;Cruïlla Carrer del Doctor Pearson;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Martorell;Diputació de Barcelona;Diputació de Barcelona;2+1;Vallès Occidental;16354;16817.908468;396;463;463;418460 4601835;418716 4602221;463.4752006008718;
11174;368;C-1415b;1;10+270;11+920;Carretera de Caldes de Montbui a Granollers;C-17, a Granollers;BV-1432 (PQ 172), a Granollers;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Granollers - Sant Celoni;Diputació de Barcelona;Diputació de Barcelona;1+1;Vallès Oriental;10270;11803;1650;1533;1795;439016 4608281;439725 4607016;1533.140052656777;
10944;369;C-1415c;1;1+655;6+590;Carretera del Coll de Parpers;Límit terme municipal Mataró amb Argentona;Rotonda amb la B-510;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Granollers - Sant Celoni;Diputació de Barcelona;Diputació de Barcelona;1+1;Maresme;1655;6558;4935;4903;5336;451452 4599257;449235 4602504;4902.98197943174;
10907;370;C-153;1;0+920;3+420;Carretera de Vic a Olot;Carrer de Josep Vicenç Foix, a Vic;Enllaç amb la C-25;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vic;Diputació de Barcelona;Diputació de Barcelona;1+1;Osona;920;3527;2500;2607;3569;439198 4643155;440625 4645176;2606.658899978509;
11051;371;C-154;1;2+860;11+850;Carretera de Vic a Gironella;C-25D (PQ 1.400), a l'enllaç amb la C-25 (PQ 176.000);Intersecció B-433 (PQ 0);Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vic;Diputació de Barcelona;Diputació de Barcelona;1+1;Osona;2860;11723;8990;8863;9072;434868 4642503;429266 4645379;8862.515406513909;
11003;372;C-154;2;18+620;19+750;Carretera de Vic a Gironella;Intersecció amb la C-62;Intersecció BV-4405 i B-432, a Olost;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Berga;Diputació de Barcelona;Diputació de Barcelona;1+1;Lluçanès;18620;19784;1130;1164;1337;425806 4647872;425169 4648494;1163.804375460749;
10996;375;C-16z;3;74+450;75+530;Antic Eix del Llobregat;C-1411z, a l'Ametlla de Merola (Navàs nord);C-16 (PQ 75.650), a la Granota;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Berga;Diputació de Barcelona;Diputació de Barcelona;1+1;Berguedà;74450;75660;1080;1210;1264;407122 4640338;407462 4641407;1209.8676639590626;
10884;373;C-16z;1;65+100;67+760;Antic Eix del Llobregat;Sallent;Rotonda d'accés a Balsareny;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Igualada - Manresa;Diputació de Barcelona;Diputació de Barcelona;1+1;Bages;65100;67758;2660;2658;2684;406758 4632034;406421 4634469;2657.6719438209793;
10810;376;C-16z;4;83+400;86+800;Antic Eix del Llobregat;Enllaç a Puig-reig nord i C-16;Enllaç Gironella sud i C-16;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Berga;Diputació de Barcelona;Diputació de Barcelona;1+1;Berguedà;83400;86730;3400;3330;3377;407542 4648728;407531 4651890;3329.960505308262;
11162;377;C-16z;5;90+600;95+900;Antic Eix del Llobregat;Enllaç amb la C-16. Gironella nord;Enllaç amb la C-16. Berga sud;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Berga;Diputació de Barcelona;Diputació de Barcelona;1+1;Berguedà;90600;95925;5300;5325;5496;406933 4655465;405332 4660241;5324.676823616234;
11108;374;C-16z;2;69+540;71+490;Antic Eix del Llobregat;C-1411z, a Balsareny nord;C-1411z, a Navàs sud;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Igualada - Manresa;Diputació de Barcelona;Diputació de Barcelona;1+1;Bages;69540;71507;1950;1967;1967;406779 4636128;406813 4637989;1967.3053189397754;
10927;381;C-243b;4;18+000;19+070;Carretera de Gelida;Intersecció BV-2244;BP-2151 (PQ 8.275) i BP-2427 (PQ 8.275);Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vilafranca;Diputació de Barcelona;Diputació de Barcelona;1+1;Alt Penedès;17987.424177;19077;1070;1089;1489;399471 4586851;398743 4586534;1089.8839189113348;
11014;378;C-243b;1;0+513;6+420;Carretera de Gelida;Pas inferior de l'AP-7;Límit comarca Alt Penedès-Baix Llobregat;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Martorell;Diputació de Barcelona;Diputació de Barcelona;1+1;Baix Llobregat;513;6484.825646;5907;5971;6161;410128 4591519;406681 4589239;5971.646985325591;
11055;380;C-243b;3;16+885;18+000;Carretera de Gelida;Rotonda BV-2296 (Pas de les Piles);Intersecció BV-2244;Troncal;Diputació de Barcelona;Xarxa comarcal;Carretera de calçada única;Directa;Vilafranca;Diputació de Barcelona;Diputació de Barcelona;1+1;Alt Penedès;16837.59152;17987.424177;1115;1149;1609;400510 4586938;399471 4586851;1149.5067893751211;
11062;379;C-243b;2;6+420;16+885;Carretera de Gelida;Límit comarca Alt Penedès-Baix Llobregat;Rotonda BV-2296 (Pas de les Piles);Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vilafranca;Diputació de Barcelona;Diputació de Barcelona;1+1;Alt Penedès;6484.825646;16837.59152;10465;10352;10759;406681 4589239;400510 4586938;10353.379651924546;
11041;382;C-243c;1;12+900;13+580;Carretera de Martorell a Terrassa;Intersecció amb la N-150;Cruïlla Carrer del Pintor Borràs;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Martorell;Diputació de Barcelona;Diputació de Barcelona;1+1;Vallès Occidental;12900;13571.160604;680;671;711;416843 4600230;416611 4600735;671.2705971265951;
10815;383;C-243c;2;13+580;14+310;Carretera de Martorell a Terrassa;Cruïlla Carrer del Pintor Borràs;Rotonda N-150a (PQ 19.495), Rambla d'Egara i accés a la C-16;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Martorell;Diputació de Barcelona;Diputació de Barcelona;2+2;Vallès Occidental;13571.160604;14305;730;733;955;416611 4600735;417207 4601040;734.0799475086678;
10912;384;C-243cant;1;0+000;0+600;Accés a l'estació de Martorell-Vila;C-243c (PQ 1.045);Estació dels FGC Martorell-Vila;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Martorell;Diputació de Barcelona;Diputació de Barcelona;1+1;Vallès Occidental;0;554;600;554;580;411643 4592428;411445 4592226;553.6461997240862;
11168;386;C-246a;2;46+245;48+835;Antiga carretera de Castelldefels a Valls;Avinguda de la Torre del Vallès, a Vilanova i la Geltrú;Rotonda C-31 (PQ 149.500), a Cubelles;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vilafranca;Diputació de Barcelona;Diputació de Barcelona;1+1;Garraf;46245;48925;2590;2680;3873;391680 4563464;389375 4562802;2680.4272931968976;
11146;385;C-246a;1;38+200;41+000;Antiga carretera de Castelldefels a Valls;Vial cedit a l'ajuntament de Sitges;Rotonda amb la BV-2113 i enllaç C-32, a Vilanoveta (Sant Pere de Ribes);Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vilafranca;Diputació de Barcelona;Diputació de Barcelona;1+1;Garraf;38200;40951;2800;2751;3025;398480 4565261;396092 4566159;2750.507995862741;
10984;387;C-37z;1;75+000;89+152;Antiga carretera d'Igualada a Manresa;Rotonda d'accés a la C-37, a Maians (Castellfollit del Boix);BP-1101 (PQ 13.340), a Salelles;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Igualada - Manresa;Diputació de Barcelona;Diputació de Barcelona;1+1;Bages;75000;88897;14152;13897;14295;390860 4609869;399210 4616753;13896.552091000565;
10802;388;C-37zr;1;0+000;0+240;Branc de Sant Salvador de Guardiola;Rotonda de la C-37z (PQ 87,270);C-37 (PQ 87.350);Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Igualada - Manresa;Diputació de Barcelona;Diputació de Barcelona;1+1;Bages;0;242;240;242;294;397982 4615756;397891 4615964;242.49272242572843;
11013;390;N-141a;2;15+610;25+085;Antic Eix de Cervera a Girona. Tram de Ferran a Calaf;Límit comarcal Segarra-Anoia;C-1412z, a Durfort, Calonge de Segarra;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Igualada - Manresa;Diputació de Barcelona;Diputació de Barcelona;1+1;Anoia;15611.611102;24944;9475;9332;9361;368268 4620759;375480 4621386;9332.480825837805;
11068;389;N-141a;1;15+460;15+610;Antic Eix de Cervera a Girona. Tram de Ferran a Calaf;Límit comarca La Segarra-Anoia;Límit comarca La Segarra-Anoia;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Igualada - Manresa;Diputació de Barcelona;Diputació de Barcelona;1+1;Límit comarcal Anoia-Segarra;15460;15611.611102;150;151;151;368123 4620730;368268 4620759;151.2113949762264;
10994;392;N-141b;2;24+549;32+065;Antic Eix de Cervera a Girona. Tram d'Aguilar de Segarra a Calaf;Límit comarca Anoia-Bages;BV-1001 (PQ 0), a Calaf;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Igualada - Manresa;Diputació de Barcelona;Diputació de Barcelona;1+1;Anoia;24609.519132;32171;7516;7561;8023;382478 4622605;376292 4620731;7561.943572435797;
10854;391;N-141b;1;22+160;24+549;Antic Eix de Cervera a Girona. Tram d'Aguilar de Segarra a Calaf;Rotonda d'accés a la C-25;Límit comarca Anoia-Bages;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Igualada - Manresa;Diputació de Barcelona;Diputació de Barcelona;1+1;Bages;22160;24609.519132;2389;2449;2607;384474 4621811;382478 4622605;2449.2055249499417;
11008;393;N-141d;1;0+335;19+665;Antic Eix de Cervera a Girona. Tram de Vic al Pantà de Sau;Cruïlla dels carrers Montserrat i Torelló, de Vic;Camí de la Presa de Sau (M08303-1);Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vic;Diputació de Barcelona;Diputació de Barcelona;1+1;Osona;335;19891;19330;19556;20935;439057 4642002;451055 4646470;19556.337535746577;
10797;395;N-141g;2;8+210;9+000;Antic Eix de Cervera a Girona. Tram d'Aguilar de Segarra a Rajadell;Intersecció amb un branc d'accés a la C-25;BV-3012 (PQ 0), traspassat a l'ajuntament de Rajadell;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Igualada - Manresa;Diputació de Barcelona;Diputació de Barcelona;1+1;Bages;8210;8975;790;765;880;391468 4620986;391776 4620901;765.1324612850677;
11170;394;N-141g;1;0+000;7+660;Antic Eix de Cervera a Girona. Tram d'Aguilar de Segarra a Rajadell;BV-3008 (PQ 21.850), a Aguilar de Segarra;Intersecció amb un branc d'accés a la C-25;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Igualada - Manresa;Diputació de Barcelona;Diputació de Barcelona;1+1;Bages;0;7153;7660;7153;7525;384720 4621812;391050 4621233;7152.807970888174;
10789;396;N-141z;1;1+400;2+749;Travessera de Calldetenes;Rotonda N-141d/13-R;Rotonda N-141d/27-R;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Vic;Diputació de Barcelona;Diputació de Barcelona;1+1;Osona;1400;2736;1349;1336;1479;440093 4641824;441286 4642056;1335.8968686945484;
11103;397;N-IIz;1;567+330;574+650;Antiga carretera de Madrid a la Jonquera. Tram del Coll del Bruc;Enllaç de l'A-2, a Castellolí;Intersecció B-111;Troncal;Diputació de Barcelona;Xarxa local;Carretera de calçada única;Directa;Igualada - Manresa;Diputació de Barcelona;Diputació de Barcelona;1+1;Anoia;567330;573696;7320;6366;6366;393415 4605825;397357 4605582;6365.596370094895;
